poll_id,source,source_url,date,question_type,question_wording,topic,issue_area,support_pct,oppose_pct,net,sample_size,methodology,population,moe,tags,notes
DFP_CLEANUP_50010,Data for Progress,https://www.dataforprogress.org/blog/2025/11/20/as-the-world-overshoots-15-c-voters-still-want-the-us-to-take-ambitious-climate-action-and-phase-out-fossil-fuels,2025-11-20,polling,"Even after being exposed to arguments from both supporters and opponents of a fossil fuel phaseout, a slim majority of voters (52%) say they support this policy.",climate,,52.0,,,1224,online_panel,voters,,dfp;climate,"Migrated from messages.csv during cleanup. Originally: From: As the World Overshoots 1.5 °C, Voters Still Want the U.S. to Take Ambitious Climate Action and Phase Out Fossil Fuels"
DFP_CLEANUP_50011,Data for Progress,https://www.dataforprogress.org/blog/2025/10/29/voters-think-americas-problems-are-more-economic-than-cultural-except-men-who-voted-for-trump,2025-10-29,polling,"Among voters overall, the economic message outperforms the meaning and community message by a substantial 67%-30% margin.",democracy,,67.0,,,1259,online_panel,voters,,dfp;democracy,Migrated from messages.csv during cleanup. Originally: From: Voters Think America’s Problems Are More Economic Than Cultural — Except Men Who Voted for Trump
DFP_CLEANUP_50012,Data for Progress,https://www.dataforprogress.org/blog/2025/10/29/voters-think-americas-problems-are-more-economic-than-cultural-except-men-who-voted-for-trump,2025-10-29,polling,"Women who voted for Trump, on the other hand, choose the economic message by a 65%-32% margin.",democracy,,65.0,,,1259,online_panel,voters,,dfp;democracy,Migrated from messages.csv during cleanup. Originally: From: Voters Think America’s Problems Are More Economic Than Cultural — Except Men Who Voted for Trump
DFP_CLEANUP_50013,Data for Progress,https://www.dataforprogress.org/blog/2025/10/29/voters-think-americas-problems-are-more-economic-than-cultural-except-men-who-voted-for-trump,2025-10-29,polling,"Young men aged 18-39 are more inclined than voters overall to select the message about meaning and community, although they still favor the economic message by a 54%-43% margin.",democracy,,54.0,,,1259,online_panel,voters,,dfp;democracy,Migrated from messages.csv during cleanup. Originally: From: Voters Think America’s Problems Are More Economic Than Cultural — Except Men Who Voted for Trump
DFP_CLEANUP_50014,Data for Progress,https://www.dataforprogress.org/blog/2025/9/17/persuadable-voters-want-democrats-to-take-a-stand-against-republicans-in-the-upcoming-funding-fight-especially-on-health-care,2025-09-17,polling,"Strong majorities of Democrats (66%) and Democratic-leaning Independents (73%), as well as a plurality of persuadable voters (47%), believe the Democratic Party is not doing enough to stand up to Trump and needs to fight harder.",healthcare,,66.0,,,1226,online_panel,voters,,dfp;healthcare,"Migrated from messages.csv during cleanup. Originally: From: Persuadable Voters Want Democrats to Take a Stand Against Republicans in the Upcoming Funding Fight, Especially on Health Care"
DFP_CLEANUP_50015,Data for Progress,https://www.dataforprogress.org/blog/2025/9/17/persuadable-voters-want-democrats-to-take-a-stand-against-republicans-in-the-upcoming-funding-fight-especially-on-health-care,2025-09-17,polling,"These key voting blocs also overwhelmingly believe that Democrats should fight against Trump even if they don’t win , including 79% of Democrats, 94% of Democratic-leaning Independents, and 61% of persuadable voters.",healthcare,,79.0,,,1226,online_panel,voters,,dfp;healthcare,"Migrated from messages.csv during cleanup. Originally: From: Persuadable Voters Want Democrats to Take a Stand Against Republicans in the Upcoming Funding Fight, Especially on Health Care"
DFP_CLEANUP_50016,Data for Progress,https://www.dataforprogress.org/blog/2025/9/17/persuadable-voters-want-democrats-to-take-a-stand-against-republicans-in-the-upcoming-funding-fight-especially-on-health-care,2025-09-17,polling,"After being presented with this information and asked how Democrats should respond, a majority of voters in Democrats’ key voting blocs say “Democrats should withhold their votes unless Republicans agree to changes, even if that risks a government shutdown,” including Democrats (70%), Democratic-leaning Independents (77%), and persuadable voters (51%).",healthcare,,70.0,,,1226,online_panel,voters,,dfp;healthcare,"Migrated from messages.csv during cleanup. Originally: From: Persuadable Voters Want Democrats to Take a Stand Against Republicans in the Upcoming Funding Fight, Especially on Health Care"
DFP_CLEANUP_50017,Data for Progress,https://www.dataforprogress.org/blog/2025/9/15/voters-report-rising-climate-impacts-and-strongly-support-making-polluters-pay,2025-09-15,polling,"In bluer states like Illinois and Virginia, voters are far more likely to expect financial impact; two-thirds in Illinois (66%) and nearly 3 in 5 in Virginia (59%) say climate change will affect their household finances.",climate,,66.0,,,2372,online_panel,voters,,dfp;climate,Migrated from messages.csv during cleanup. Originally: From: Voters Report Rising Climate Impacts and Strongly Support Making Polluters Pay
DFP_CLEANUP_50018,Data for Progress,https://www.dataforprogress.org/blog/2025/9/15/voters-report-rising-climate-impacts-and-strongly-support-making-polluters-pay,2025-09-15,polling,"Sixty-one percent report they would be more likely to support a candidate who backed such a measure, compared with just 16% who say they would be less likely.",climate,,16.0,,,2372,online_panel,voters,,dfp;climate,Migrated from messages.csv during cleanup. Originally: From: Voters Report Rising Climate Impacts and Strongly Support Making Polluters Pay
DFP_CLEANUP_50019,Data for Progress,https://www.dataforprogress.org/blog/2025/9/15/voters-report-rising-climate-impacts-and-strongly-support-making-polluters-pay,2025-09-15,polling,"Compared with April 2024, when 50% of voters said they would be more likely to support a candidate who backed a superfund bill and 22% said they would be less likely, the latest results point to a clear increase in support.",climate,,50.0,,,2372,online_panel,voters,,dfp;climate,Migrated from messages.csv during cleanup. Originally: From: Voters Report Rising Climate Impacts and Strongly Support Making Polluters Pay
DFP_CLEANUP_50020,Data for Progress,https://www.dataforprogress.org/blog/2025/9/10/voters-disapprove-of-trumps-handling-of-inflation-but-are-even-less-confident-in-democrats-to-have-a-solution,2025-09-10,polling,"While 37% of persuadable voters believe Trump has a solution for inflation and 32% believe the Republican Party does, only 21% of persuadable voters believe the Democratic Party has a solution for inflation.",economy,,37.0,,,1202,online_panel,voters,,dfp;economy,"Migrated from messages.csv during cleanup. Originally: From: Voters Disapprove of Trump’s Handling of Inflation, but Are Even Less Confident in Democrats to Have a Solution"
DFP_CLEANUP_50021,Data for Progress,https://www.dataforprogress.org/blog/2025/9/8/most-voters-are-unaware-of-construction-of-data-centers-in-their-state-and-the-environmental-impacts-they-cause,2025-09-08,polling,"The economics-based message certainly connects more with Independents: While only 29% agree with the pollution-based message, 50% of Independents agree with the economics-based message.",climate,,29.0,,,1179,online_panel,voters,,dfp;climate,Migrated from messages.csv during cleanup. Originally: From: Most Voters Are Unaware of the Construction of Data Centers in Their State and the Environmental Impacts They Cause
DFP_CLEANUP_50022,Data for Progress,https://www.dataforprogress.org/blog/2025/8/18/latino-voters-want-working-class-relief-prioritized-in-us-economic-policy,2025-08-18,polling,"Finally, even voters who defected from Joe Biden to Donald Trump between 2020 and 2024 or chose to abstain entirely from voting in the 2024 election are more likely to rate the economy as doing poorly today (62% and 65%, respectively).",economy,,62.0,,,1614,online_panel,voters,,dfp;economy,Migrated from messages.csv during cleanup. Originally: From: Latino Voters Want Working Class Relief Prioritized in U.S. Economic Policy
DFP_CLEANUP_50023,Data for Progress,https://www.dataforprogress.org/blog/2025/7/29/inside-the-2025-nyc-mayoral-primary-strong-support-for-economic-justice-and-palestinian-rights,2025-07-29,polling,"Voters in NY-15 report that they are more unsure on this question, with 44% saying they “don’t know.” Additionally, new voters are more likely to express more sympathy for Palestinians (78%) than Democratic primary voters overall.",democracy,,44.0,,,531,online_panel,voters,,dfp;democracy,Migrated from messages.csv during cleanup. Originally: From: Inside the 2025 NYC Mayoral Primary: Strong Support for Economic Justice and Palestinian Rights
DFP_CLEANUP_50024,Data for Progress,https://www.dataforprogress.org/blog/2025/7/29/inside-the-2025-nyc-mayoral-primary-strong-support-for-economic-justice-and-palestinian-rights,2025-07-29,polling,"Looking ahead to hypothetical 2026 Democratic primaries for Congress, voters report being less likely to vote for a candidate who … Refuses to endorse Zohran Mamdani (57% less likely); Opposes the Block the Bombs Act, a new bill in Congress which would withhold U.S.",democracy,,57.0,,,531,online_panel,voters,,dfp;democracy,Migrated from messages.csv during cleanup. Originally: From: Inside the 2025 NYC Mayoral Primary: Strong Support for Economic Justice and Palestinian Rights
DFP_CLEANUP_50025,Data for Progress,https://www.dataforprogress.org/blog/2025/7/2/voters-oppose-the-gop-budget-bill-are-concerned-about-many-of-its-provisions,2025-07-02,polling,"The bill is also opposed by a strong majority of persuadable voters (65%) — those who say they “normally vote about equally for both major parties.” Finally, voters were presented with various provisions of the budget bill and asked how concerned they are about them.",democracy,,65.0,,,,online_panel,voters,,dfp;democracy,"Migrated from messages.csv during cleanup. Originally: From: Voters Oppose the GOP Budget Bill, Are Concerned About Many of Its Provisions"
DFP_CLEANUP_50026,Data for Progress,https://www.dataforprogress.org/blog/2025/4/10/experiencing-economic-turmoil-at-the-checkout-line-new-york-city-voters-support-creating-municipal-grocery-stores-to-help-with-costs,2025-04-10,polling,"Sixty-three percent of voters still maintain support for municipal grocery stores, including a majority of Democrats (68%), Independents (54%), and Republicans (55%), after reading these arguments.",democracy,,68.0,,,854,online_panel,voters,,dfp;democracy,"Migrated from messages.csv during cleanup. Originally: From: Experiencing Economic Turmoil at the Checkout Line, New York City Voters Support Creating Municipal Grocery Stores to Help With Costs"
DFP_CLEANUP_50027,Data for Progress,https://www.dataforprogress.org/blog/2025/4/10/experiencing-economic-turmoil-at-the-checkout-line-new-york-city-voters-support-creating-municipal-grocery-stores-to-help-with-costs,2025-04-10,polling,"Only 1 in 4 voters (26%) agree more with a counterargument that says the city should not create municipal grocery stores and should not interfere with private sellers, since municipal grocery stores would strain the city’s budget and take away funding from other priority areas.",democracy,,26.0,,,854,online_panel,voters,,dfp;democracy,"Migrated from messages.csv during cleanup. Originally: From: Experiencing Economic Turmoil at the Checkout Line, New York City Voters Support Creating Municipal Grocery Stores to Help With Costs"
DFP_CLEANUP_50028,Data for Progress,https://www.dataforprogress.org/blog/2025/3/24/spending-today-to-save-tomorrow-voters-support-energy-efficiency,2025-03-24,polling,"After reading a description of the Inflation Reduction Act’s energy efficiency tax credit, along with arguments for and against the policy, 71% of voters support incentivizing energy efficiency adoption through federal tax credits, including a majority of Republicans (58%).",climate,,71.0,,,1169,online_panel,voters,,dfp;climate,Migrated from messages.csv during cleanup. Originally: From: Spending Today to Save Tomorrow: Voters Support Energy Efficiency
DFP_CLEANUP_50029,Data for Progress,https://www.dataforprogress.org/blog/2025/3/5/voters-think-unions-improve-workers-benefits-and-wages-support-union-neutrality-agreements,2025-03-05,polling,A majority of voters (56%) say they would be more likely to support such an infrastructure project if the private company responsible were to commit to upholding strong labor practices like union neutrality.,democracy,,56.0,,,1189,online_panel,voters,,dfp;democracy,"Migrated from messages.csv during cleanup. Originally: From: Voters Think Unions Improve Workers’ Benefits and Wages, Support Union Neutrality Agreements"
DFP_CLEANUP_50030,Data for Progress,https://www.dataforprogress.org/blog/2025/3/3/a-slim-majority-of-voters-think-us-democracy-is-currently-working-well,2025-03-03,polling,"democracy and various government institutions, as well as Democrats’ campaign message to “save democracy.” The poll finds that an overwhelming majority of voters (93%) think it is important that the U.S.",democracy,,93.0,,,1206,online_panel,voters,,dfp;democracy,Migrated from messages.csv during cleanup. Originally: From: A Slim Majority of Voters Think U.S. Democracy Is Currently Working Well
DFP_CLEANUP_50031,Data for Progress,https://www.dataforprogress.org/blog/2025/2/27/voters-think-plane-crashes-have-become-more-frequent-and-blame-recent-accidents-on-air-traffic-controller-shortages,2025-02-27,polling,"One-third of voters (35%) say that recent crashes have made them less likely to fly on a plane, and an additional 28% say that the crashes have made them more scared of air travel, even though it hasn’t affected their likelihood of flying.",democracy,,35.0,,,1206,online_panel,voters,,dfp;democracy,Migrated from messages.csv during cleanup. Originally: From: Voters Think Plane Crashes Have Become More Frequent and Blame Recent Accidents on Air Traffic Controller Shortages
DFP_CLEANUP_50032,Data for Progress,https://www.dataforprogress.org/blog/2025/2/27/voters-think-plane-crashes-have-become-more-frequent-and-blame-recent-accidents-on-air-traffic-controller-shortages,2025-02-27,polling,"Among voters who fly on an airplane at least once a month, 47% say they’re less likely to fly due to the recent crashes.",democracy,,47.0,,,1206,online_panel,voters,,dfp;democracy,Migrated from messages.csv during cleanup. Originally: From: Voters Think Plane Crashes Have Become More Frequent and Blame Recent Accidents on Air Traffic Controller Shortages
DFP_CLEANUP_50033,Data for Progress,https://www.dataforprogress.org/blog/2025/2/27/voters-think-plane-crashes-have-become-more-frequent-and-blame-recent-accidents-on-air-traffic-controller-shortages,2025-02-27,polling,"A majority of voters have heard “a lot” about the crashes, 3 in 4 say they’re concerned, most think crashes have gotten more frequent, and a notable portion of voters (35%) say they are now less likely to fly on a plane.",democracy,,35.0,,,1206,online_panel,voters,,dfp;democracy,Migrated from messages.csv during cleanup. Originally: From: Voters Think Plane Crashes Have Become More Frequent and Blame Recent Accidents on Air Traffic Controller Shortages
DFP_CLEANUP_50034,Data for Progress,https://www.dataforprogress.org/blog/2024/12/9/voters-are-interested-in-rooftop-solar-but-see-barriers-to-personal-adoption,2024-12-09,polling,"When presented with a description of net metering, along with arguments for and against the policy, voters express clear bipartisan support for net metering to allow greater compensation for solar owners, with 68% of voters supporting this policy.",democracy,,68.0,,,1229,online_panel,voters,,dfp;democracy,"Migrated from messages.csv during cleanup. Originally: From: Voters Are Interested in Rooftop Solar, but See Barriers to Personal Adoption"
DFP_CLEANUP_50035,Data for Progress,https://www.dataforprogress.org/blog/2024/10/29/portland-voters-are-ready-to-vote-climate-leaders-into-office-this-november,2024-10-29,polling,"When it comes to candidates for City Council, having a reputation as a climate leader is advantageous, as over two-thirds of Portland likely voters say they are more likely to vote for such a candidate, including 59% of Independents.",climate,,59.0,,,579,online_panel,voters,,dfp;climate,Migrated from messages.csv during cleanup. Originally: From: Portland Voters Are Ready to Vote Climate Leaders Into Office This November
DFP_CLEANUP_50036,Data for Progress,https://www.dataforprogress.org/blog/2024/10/29/portland-voters-are-ready-to-vote-climate-leaders-into-office-this-november,2024-10-29,polling,We find that nearly two-thirds of respondents report being more likely to vote for a candidate who supports strengthening the PCEF (64%).,climate,,64.0,,,579,online_panel,voters,,dfp;climate,Migrated from messages.csv during cleanup. Originally: From: Portland Voters Are Ready to Vote Climate Leaders Into Office This November
DFP_CLEANUP_50037,Data for Progress,https://www.dataforprogress.org/blog/2024/10/29/portland-voters-are-ready-to-vote-climate-leaders-into-office-this-november,2024-10-29,polling,A plurality of voters also report being more likely to vote for a candidate who opposes Zenith Energy’s “oil-by-rail” facility (48%).,climate,,48.0,,,579,online_panel,voters,,dfp;climate,Migrated from messages.csv during cleanup. Originally: From: Portland Voters Are Ready to Vote Climate Leaders Into Office This November
DFP_CLEANUP_50038,Data for Progress,https://www.dataforprogress.org/blog/2024/10/2/a-bipartisan-majority-of-voters-support-expanding-medicare-to-include-coverage-for-long-term-in-home-care-services,2024-10-08,polling,"When voters were asked if they support using the money saved through those negotiations to pay for expanding Medicare to include coverage for long-term, in-home care, and were presented with an argument in favor and an argument against, 85% of Democrats and 75% of Republicans support doing so.",healthcare,,85.0,,,,online_panel,voters,,dfp;healthcare,"Migrated from messages.csv during cleanup. Originally: From: A Bipartisan Majority of Voters Support Expanding Medicare to Include Coverage for Long-Term, In-Home Care Services"
DFP_CLEANUP_50039,Data for Progress,https://www.dataforprogress.org/blog/2024/8/1/voters-are-largely-unaware-of-the-discrimination-faced-by-little-people,2024-08-01,polling,"Even after being presented with arguments in favor of and against dwarf tossing, a majority of voters (55%), including a majority of Democrats (64%) and pluralities of both Independents (49%) and Republicans (49%), support banning dwarf tossing.",democracy,,55.0,,,,online_panel,voters,,dfp;democracy,Migrated from messages.csv during cleanup. Originally: From: Voters Are Largely Unaware of the Discrimination Faced by Little People
DFP_CLEANUP_50040,Data for Progress,https://www.dataforprogress.org/blog/2024/7/10/voters-want-to-ban-foreign-corporations-from-influencing-us-elections,2024-07-10,polling,We find that 62% of voters say they are more likely to vote for a candidate who wants to ban foreign-influenced companies from spending money on U.S.,democracy,,62.0,,,1231,online_panel,voters,,dfp;democracy,Migrated from messages.csv during cleanup. Originally: From: Voters Want to Ban Foreign Corporations From Influencing U.S. Elections
DFP_CLEANUP_50041,Data for Progress,https://www.dataforprogress.org/blog/2024/7/10/voters-want-to-ban-foreign-corporations-from-influencing-us-elections,2024-07-10,polling,"elections, while 61% of voters say they are less likely to vote for a candidate who wants to allow it.",democracy,,61.0,,,1231,online_panel,voters,,dfp;democracy,Migrated from messages.csv during cleanup. Originally: From: Voters Want to Ban Foreign Corporations From Influencing U.S. Elections
DFP_CLEANUP_50042,Data for Progress,https://www.dataforprogress.org/blog/2024/07/09/likely-voters-are-split-on-their-approval-of-big-tech-companies-including-ai-features-in-consumer-products,2024-07-09,polling,"The survey finds that 39% of voters say they are less likely to purchase a new iPhone after hearing about the partnership, including 33% of Democrats, 40% of Independents, and 45% of Republicans.",democracy,,39.0,,,,online_panel,voters,,dfp;democracy,Migrated from messages.csv during cleanup. Originally: From: Likely Voters Are Split on Their Approval of Big Tech Companies Including AI Features in Consumer Products
DFP_CLEANUP_50043,Data for Progress,https://www.dataforprogress.org/blog/2024/6/26/amidst-record-breaking-heat-dome-4-in-5-voters-want-fema-to-respond-to-extreme-heat-disasters,2024-06-26,polling,"When informed that extreme heat disproportionately affects marginalized communities, including low income communities and communities of color — who are more likely to live in urban heat islands — a majority of respondents (79%) say they would support investments in cooling infrastructure for marginalized communities.",democracy,,79.0,,,,online_panel,voters,,dfp;democracy,"Migrated from messages.csv during cleanup. Originally: From: Amidst Record-Breaking Heat Dome, 4 in 5 Voters Want FEMA to Respond to Extreme Heat Disasters"
DFP_CLEANUP_50044,Data for Progress,https://www.dataforprogress.org/blog/2024/5/29/voters-say-climate-anxiety-negatively-impacts-their-daily-lives,2024-05-29,polling,"In addition, the proportion of voters who report feeling hopeful after reading the more positive IPCC message is 13 percentage points higher (34%) than it is for those who read the more negative message (21%).",climate,,34.0,,,1168,online_panel,voters,,dfp;climate,Migrated from messages.csv during cleanup. Originally: From: Voters Say Climate Anxiety Negatively Impacts Their Daily Lives
DFP_CLEANUP_50045,Data for Progress,https://www.dataforprogress.org/blog/2022/2/23/transphobia-is-a-powerful-force-in-american-politics-but-young-voters-are-leading-a-cultural-shift-towards-inclusion,2022-02-23,polling,"ading a cultural shift towards a more inclusive political culture. Younger Adults are More Likely to Know a Trans Person47% of likely voters ages 18 to 29 say they personally know someone who identifies as transgender. Across all age groups, only 26% of likely voters say they personally know someone who identifies as transgender.",democracy,,47.0,,,,online_panel,voters,,dfp;democracy,"Migrated from messages.csv during cleanup. Originally: From: Transphobia is a Powerful Force in American Politics, but Young Voters are Leading a Cultural Shift Towards Inclusion"
DFP_CLEANUP_50046,Data for Progress,https://www.dataforprogress.org/blog/2022/2/23/transphobia-is-a-powerful-force-in-american-politics-but-young-voters-are-leading-a-cultural-shift-towards-inclusion,2022-02-23,polling,"r counterparts. Notably, young voters are much more likely to view anti-trans youth bills as unfair and discriminatory. 56% of likely voters ages 18-29 say that bills preventing trans youth from participating in competitive sports or pursuing medical transition are unfair and discriminatory.",democracy,,56.0,,,,online_panel,voters,,dfp;democracy,"Migrated from messages.csv during cleanup. Originally: From: Transphobia is a Powerful Force in American Politics, but Young Voters are Leading a Cultural Shift Towards Inclusion"
DFP_CLEANUP_50047,Data for Progress,https://www.dataforprogress.org/blog/dfp-coronavirus-response-tracking-poll-week-69,2021-08-11,polling,"accine mandates are not only more likely to be effective, but also appear to be relatively popular. 58% of Americans agree that “Employers should require proof of a COVID-19 vaccine in the health care, food service, and other industries that involve contact with patients",healthcare,,58.0,,,,online_panel,voters,,dfp;healthcare,Migrated from messages.csv during cleanup. Originally: From: DFP Coronavirus Response Tracking Poll Week 69
DFP_CLEANUP_50048,Data for Progress,,2021-04-22,polling,"When asked about expanding the number of justices from 9 to 13 justices, likely voters were more likely to support ( 47% ) than to oppose it ( 41% ).",democracy,,47.0,,,,online_panel,voters,,dfp;democracy,Migrated from messages.csv during cleanup. Originally: From: Supreme Court Expansion Proposal Starts With Solid Base of Support
DFP_CLEANUP_50049,Data for Progress,,2021-03-19,polling,"According to recent Data for Progress surveys , 59% of Illinoisans, including a majority of Independents and over a third of Republicans, support these proposals, even when they hear the arguments against them.",democracy,,59.0,,,,online_panel,voters,,dfp;democracy,Migrated from messages.csv during cleanup. Originally: From: Illinois Voters Want To Go Carbon-Free. It&#39;s Time To Make It Happen.
DFP_CLEANUP_50050,Data for Progress,,2020-12-31,polling,"- 54% of national likely voters support a Democratic Senate majority - 39% of national likely voters support a Republican Senate majority - 7% don’t know Earlier this month, Data for Progress polling found that 63 percent of likely Georgia voters indicated they would be more likely to support candidates who supported more coronavirus relief.",democracy,,54.0,,,,online_panel,voters,,dfp;democracy,"Migrated from messages.csv during cleanup. Originally: From: National Voters Overwhelmingly Prefer $2,000 Over $600, Support Dems in Georgia"
DFP_CLEANUP_50051,Data for Progress,,2020-07-14,polling,We found that 56% of voters are more likely to support a Presidential candidate that pledges to achieve 100% clean energy by 2035.,climate,,56.0,,,,online_panel,voters,,dfp;climate,"Migrated from messages.csv during cleanup. Originally: From: Joe Biden Moves Left on Climate, Voters Love To See It"
DFP_CLEANUP_50052,Data for Progress,,2020-07-14,polling,"Among voters under 45, 37% are much more likely to support a candidate that adopts this pledge.",climate,,37.0,,,,online_panel,voters,,dfp;climate,"Migrated from messages.csv during cleanup. Originally: From: Joe Biden Moves Left on Climate, Voters Love To See It"
DFP_CLEANUP_50053,Data for Progress,,2020-07-14,polling,56% of all voters are more likely to support a candidate that will create millions of new union jobs with guaranteed health and labor standards to build new clean energy infrastructure.,climate,,56.0,,,,online_panel,voters,,dfp;climate,"Migrated from messages.csv during cleanup. Originally: From: Joe Biden Moves Left on Climate, Voters Love To See It"
DFP_CLEANUP_50054,Data for Progress,,2020-07-14,polling,This plan is especially popular among young voters: 62% of voters under 45 say they are more likely to support a candidate with this plan.,climate,,62.0,,,,online_panel,voters,,dfp;climate,"Migrated from messages.csv during cleanup. Originally: From: Joe Biden Moves Left on Climate, Voters Love To See It"
DFP_CLEANUP_50055,Data for Progress,,2020-07-14,polling,59% of all voters would be more likely to support a Presidential candidate that creates an Environmental Justice Fund to invest in environmental justice projects for communities that are on the front lines of pollution.,climate,,59.0,,,,online_panel,voters,,dfp;climate,"Migrated from messages.csv during cleanup. Originally: From: Joe Biden Moves Left on Climate, Voters Love To See It"
DFP_CLEANUP_50056,Data for Progress,,2020-02-01,polling,"Republican voters were more likely to support lower starting salaries (24% said $35,000 or less compared to just 12% of Democrats).",democracy,,24.0,,,,online_panel,voters,,dfp;democracy,Migrated from messages.csv during cleanup. Originally: From: Educators Are Fed Up And Voters Are On Their Side
