poll_id,source,source_url,date,question_type,question_wording,topic,issue_area,support_pct,oppose_pct,net,sample_size,methodology,population,moe,tags
GALLUP_20020408_015,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2002-04-08,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,30.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20020506_016,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2002-05-06,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,25.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20020603_017,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2002-06-03,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,24.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20020709_018,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2002-07-09,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,35.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20020726_019,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2002-07-26,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,40.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20020805_020,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2002-08-05,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,36.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20020905_021,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2002-09-05,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,35.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20021014_022,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2002-10-14,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,37.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20021111_023,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2002-11-11,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,37.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20021205_024,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2002-12-05,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,38.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20030113_025,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2003-01-13,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,41.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20030203_026,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2003-02-03,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,46.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20030303_027,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2003-03-03,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,38.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20030407_028,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2003-04-07,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,48.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20030505_029,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2003-05-05,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,52.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20030612_030,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2003-06-12,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,47.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20030707_031,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2003-07-07,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,44.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20030804_032,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2003-08-04,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,48.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20030908_033,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2003-09-08,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,45.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20031006_034,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2003-10-06,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,46.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20031103_035,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2003-11-03,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,37.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20031211_036,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2003-12-11,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,32.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20040112_037,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2004-01-12,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,37.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20040209_038,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2004-02-09,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,46.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20040308_039,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2004-03-08,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,47.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20040405_040,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2004-04-05,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,43.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20040502_041,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2004-05-02,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,42.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20040603_042,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2004-06-03,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,41.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20040708_043,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2004-07-08,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,33.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20040809_044,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2004-08-09,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,41.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20040913_045,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2004-09-13,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,37.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20041011_046,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2004-10-11,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,40.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20041107_047,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2004-11-07,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,38.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20041205_048,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2004-12-05,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,29.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20050103_049,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2005-01-03,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,31.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20050207_050,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2005-02-07,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,29.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20050307_051,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2005-03-07,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,28.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20050404_052,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2005-04-04,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,34.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20050502_053,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2005-05-02,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,33.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20050606_054,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2005-06-06,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,30.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20050707_055,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2005-07-07,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,27.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20050808_056,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2005-08-08,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,32.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20050912_057,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2005-09-12,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,32.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20051013_058,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2005-10-13,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,36.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20051107_059,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2005-11-07,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,28.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20051205_060,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2005-12-05,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,26.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20060109_061,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2006-01-09,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,29.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20060206_062,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2006-02-06,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,29.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20060313_063,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2006-03-13,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,31.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20060410_064,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2006-04-10,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,32.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20060508_065,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2006-05-08,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,40.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20060601_066,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2006-06-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,31.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20060706_067,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2006-07-06,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,27.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20060807_068,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2006-08-07,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,35.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20060907_069,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2006-09-07,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,26.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20061009_070,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2006-10-09,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,19.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20061109_071,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2006-11-09,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,24.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20061211_072,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2006-12-11,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,16.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20070115_073,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2007-01-15,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,17.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20070201_074,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2007-02-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,22.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20070311_075,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2007-03-11,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,20.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20070402_076,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2007-04-02,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,23.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20070510_077,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2007-05-10,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,23.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20070611_078,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2007-06-11,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,24.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20070712_079,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2007-07-12,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,16.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20070813_080,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2007-08-13,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,24.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20070914_081,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2007-09-14,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,25.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20071004_082,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2007-10-04,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,22.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20071111_083,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2007-11-11,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,31.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20071206_084,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2007-12-06,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,31.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20080104_085,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2008-01-04,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,38.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20080211_086,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2008-02-11,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,49.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20080306_087,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2008-03-06,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,55.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20080406_088,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2008-04-06,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,61.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20080508_089,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2008-05-08,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,61.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20080609_090,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2008-06-09,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,65.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20080710_091,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2008-07-10,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,61.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20080807_092,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2008-08-07,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,59.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20080908_093,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2008-09-08,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,60.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20081003_094,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2008-10-03,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,69.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20081113_095,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2008-11-13,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,77.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20081204_096,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2008-12-04,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,77.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20090109_097,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2009-01-09,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,79.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20090209_098,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2009-02-09,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,86.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20090305_099,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2009-03-05,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,80.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20090406_100,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2009-04-06,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,76.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20090507_101,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2009-05-07,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,69.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20090614_102,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2009-06-14,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,65.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20090710_103,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2009-07-10,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,69.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20090806_104,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2009-08-06,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,60.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20090831_105,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2009-08-31,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,57.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20091001_106,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2009-10-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,51.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20091105_107,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2009-11-05,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,58.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20091211_108,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2009-12-11,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,55.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20100108_109,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2010-01-08,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,57.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20100201_110,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2010-02-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,72.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20100304_111,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2010-03-04,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,66.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
GALLUP_20100408_112,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2010-04-08,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,63.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general
