message_id,source,source_url,date,topic,issue_area,message_type,wording,support_pct,oppose_pct,net_score,preference_effect,effect_scale,sample_size,methodology,population,moe,tags,notes
DFP_20240227_0012,Data for Progress,https://www.dataforprogress.org/blog/2024/2/27/voters-support-the-us-calling-for-permanent-ceasefire-in-gaza-and-conditioning-military-aid-to-israel,2024-02-27,foreign_policy,,tested_message,the U.S. should not call for a permanent ceasefire and de-escalation of violence in Gaza until Hamas is defeated.,,,,,,,online_panel,voters,,dfp;foreign_policy,From: Voters Support the U.S. Calling for Permanent Ceasefire in Gaza and Conditioning Military Aid to Isr...
DFP_20240212_0013,Data for Progress,https://www.dataforprogress.org/blog/2024/2/12/voters-concerned-about-inflation-are-mostly-concerned-about-grocery-prices-overwhelmingly-support-action-against-shrinkflation,2024-02-12,economy,,tested_message,the cost of food and groceries.,,,,,,,online_panel,voters,,dfp;economy,From: Voters Who Are Concerned About Inflation Are Mostly Concerned About Grocery Prices — and Overwhelmin...
DFP_20240212_0014,Data for Progress,https://www.dataforprogress.org/blog/2024/2/12/voters-concerned-about-inflation-are-mostly-concerned-about-grocery-prices-overwhelmingly-support-action-against-shrinkflation,2024-02-12,economy,,tested_message,"corporate food manufacturers raising prices to maximize profits,",,,,,,,online_panel,voters,,dfp;economy,From: Voters Who Are Concerned About Inflation Are Mostly Concerned About Grocery Prices — and Overwhelmin...
DFP_20240212_0015,Data for Progress,https://www.dataforprogress.org/blog/2024/2/12/voters-concerned-about-inflation-are-mostly-concerned-about-grocery-prices-overwhelmingly-support-action-against-shrinkflation,2024-02-12,economy,,tested_message,corporate food manufacturers raising prices to maximize profits,,,,,,,online_panel,voters,,dfp;economy,From: Voters Who Are Concerned About Inflation Are Mostly Concerned About Grocery Prices — and Overwhelmin...
DFP_20240212_0016,Data for Progress,https://www.dataforprogress.org/blog/2024/2/12/voters-concerned-about-inflation-are-mostly-concerned-about-grocery-prices-overwhelmingly-support-action-against-shrinkflation,2024-02-12,economy,,tested_message,"food manufacturers like PepsiCo, FritoLay, and General Mills raising prices to maximize profits",,,,,,,online_panel,voters,,dfp;economy,From: Voters Who Are Concerned About Inflation Are Mostly Concerned About Grocery Prices — and Overwhelmin...
DFP_20240212_0017,Data for Progress,https://www.dataforprogress.org/blog/2024/2/12/voters-concerned-about-inflation-are-mostly-concerned-about-grocery-prices-overwhelmingly-support-action-against-shrinkflation,2024-02-12,economy,,tested_message,grocery stores raising prices to maximize profits.,,,,,,,online_panel,voters,,dfp;economy,From: Voters Who Are Concerned About Inflation Are Mostly Concerned About Grocery Prices — and Overwhelmin...
DFP_20240207_0018,Data for Progress,https://www.dataforprogress.org/blog/2024/2/7/voters-want-us-workers-to-be-prioritized-in-trade-deals,2024-02-07,democracy,,tested_message,already have enough influence,,,,,,,online_panel,voters,,dfp;democracy,From: Voters Want U.S. Workers to Be Prioritized in Trade Deals
DFP_20240202_0019,Data for Progress,https://www.dataforprogress.org/blog/2024/2/1/new-polling-finds-strong-support-for-the-proposed-sec-climate-disclosure-rule,2024-02-02,climate,,tested_message,"responsible investing,",,,,,,,online_panel,voters,,dfp;climate,From: New Polling Finds Strong Support for the Proposed SEC Climate Disclosure Rule
DFP_20240202_0020,Data for Progress,https://www.dataforprogress.org/blog/2024/2/1/new-polling-finds-strong-support-for-the-proposed-sec-climate-disclosure-rule,2024-02-02,climate,,tested_message,"Environmental, Social, and Governance (ESG)",,,,,,,online_panel,voters,,dfp;climate,From: New Polling Finds Strong Support for the Proposed SEC Climate Disclosure Rule
DFP_20240129_0021,Data for Progress,https://www.dataforprogress.org/blog/2024/1/29/voters-want-president-biden-to-use-executive-authority-to-address-gun-violence,2024-01-29,democracy,,tested_message,"most sweeping gun violence bill in decades,",,,,,,,online_panel,voters,,dfp;democracy,From: Voters Want President Biden to Use Executive Authority to Address Gun Violence
DFP_20240124_0022,Data for Progress,https://www.dataforprogress.org/blog/2024/1/24/voters-support-an-expanded-child-tax-credit-oppose-corporate-tax-decreases,2024-01-24,democracy,,tested_message,somewhat of a problem.,,,,,,,online_panel,voters,,dfp;democracy,"From: Voters Support an Expanded Child Tax Credit, Oppose Corporate Tax Decreases"
DFP_20240110_0023,Data for Progress,https://www.dataforprogress.org/blog/2024/1/10/voters-are-concerned-about-a-repeat-of-the-january-6-insurrection-and-other-threats-to-democracy,2024-01-10,democracy,,tested_message,did the wrong thing by inciting violence and threatening our democracy,,,,,,,online_panel,voters,,dfp;democracy,From: Voters Are Concerned About a Repeat of the January 6 Insurrection and Other Threats to Democracy
DFP_20240110_0024,Data for Progress,https://www.dataforprogress.org/blog/2024/1/10/voters-are-concerned-about-a-repeat-of-the-january-6-insurrection-and-other-threats-to-democracy,2024-01-10,democracy,,tested_message,"a violent insurrection,",,,,,,,online_panel,voters,,dfp;democracy,From: Voters Are Concerned About a Repeat of the January 6 Insurrection and Other Threats to Democracy
DFP_20240110_0025,Data for Progress,https://www.dataforprogress.org/blog/2024/1/10/voters-are-concerned-about-a-repeat-of-the-january-6-insurrection-and-other-threats-to-democracy,2024-01-10,democracy,,tested_message,a violent insurrection.,,,,,,,online_panel,voters,,dfp;democracy,From: Voters Are Concerned About a Repeat of the January 6 Insurrection and Other Threats to Democracy
DFP_20240110_0026,Data for Progress,https://www.dataforprogress.org/blog/2024/1/10/voters-are-concerned-about-a-repeat-of-the-january-6-insurrection-and-other-threats-to-democracy,2024-01-10,democracy,,tested_message,"not at all concerned,",,,,,,,online_panel,voters,,dfp;democracy,From: Voters Are Concerned About a Repeat of the January 6 Insurrection and Other Threats to Democracy
DFP_20240110_0027,Data for Progress,https://www.dataforprogress.org/blog/2024/1/10/voters-are-concerned-about-a-repeat-of-the-january-6-insurrection-and-other-threats-to-democracy,2024-01-10,democracy,,tested_message,I’m concerned in general,,,,,,,online_panel,voters,,dfp;democracy,From: Voters Are Concerned About a Repeat of the January 6 Insurrection and Other Threats to Democracy
DFP_20240108_0028,Data for Progress,https://www.dataforprogress.org/blog/2024/1/8/an-overwhelming-majority-of-voters-want-hospitals-to-provide-medically-necessary-abortions-in-all-states,2024-01-08,healthcare,,tested_message,necessary to prevent the death of the pregnant woman.,,,,,,,online_panel,voters,,dfp;healthcare,From: An Overwhelming Majority of Voters Want Hospitals to Provide Medically Necessary Abortions in All St...
DFP_20240108_0029,Data for Progress,https://www.dataforprogress.org/blog/2024/1/8/an-overwhelming-majority-of-voters-want-hospitals-to-provide-medically-necessary-abortions-in-all-states,2024-01-08,healthcare,,tested_message,medically necessary.,,,,,,,online_panel,voters,,dfp;healthcare,From: An Overwhelming Majority of Voters Want Hospitals to Provide Medically Necessary Abortions in All St...
DFP_20240105_0030,Data for Progress,https://www.dataforprogress.org/blog/2024/1/5/three-years-after-the-insurrection-voters-are-not-confident-about-election-security,2024-01-05,democracy,,tested_message,not confident at all,,,,,,,online_panel,voters,,dfp;democracy,"From: Three Years After the Insurrection, Voters Are Not Confident About Election Security"
DFP_20240105_0031,Data for Progress,https://www.dataforprogress.org/blog/2024/1/5/three-years-after-the-insurrection-voters-are-not-confident-about-election-security,2024-01-05,democracy,,tested_message,only a little confident.,,,,,,,online_panel,voters,,dfp;democracy,"From: Three Years After the Insurrection, Voters Are Not Confident About Election Security"
DFP_20231205_0032,Data for Progress,https://www.dataforprogress.org/blog/2023/12/5/voters-want-the-us-to-call-for-a-permanent-ceasefire-in-gaza-and-to-prioritize-diplomacy,2023-12-05,foreign_policy,,tested_message,providing intelligence and resources to assist efforts to find and rescue Israeli hostages in Gaza,,,,,,,online_panel,voters,,dfp;foreign_policy,From: Voters Want the U.S. to Call for a Permanent Ceasefire in Gaza and to Prioritize Diplomacy
DFP_20231205_0033,Data for Progress,https://www.dataforprogress.org/blog/2023/12/5/voters-want-the-us-to-call-for-a-permanent-ceasefire-in-gaza-and-to-prioritize-diplomacy,2023-12-05,foreign_policy,,tested_message,"sending food, water, and medical supplies to people in Gaza.",,,,,,,online_panel,voters,,dfp;foreign_policy,From: Voters Want the U.S. to Call for a Permanent Ceasefire in Gaza and to Prioritize Diplomacy
DFP_20231205_0034,Data for Progress,https://www.dataforprogress.org/blog/2023/12/5/voters-want-the-us-to-call-for-a-permanent-ceasefire-in-gaza-and-to-prioritize-diplomacy,2023-12-05,foreign_policy,,tested_message,ensuring people in Gaza have reliable access to fuel and electricity,,,,,,,online_panel,voters,,dfp;foreign_policy,From: Voters Want the U.S. to Call for a Permanent Ceasefire in Gaza and to Prioritize Diplomacy
DFP_20231205_0035,Data for Progress,https://www.dataforprogress.org/blog/2023/12/5/voters-want-the-us-to-call-for-a-permanent-ceasefire-in-gaza-and-to-prioritize-diplomacy,2023-12-05,foreign_policy,,tested_message,"leveraging diplomatic relationships with Israel and Arab partners in the region to de-escalate violence and ensure the safe release of hostages,",,,,,,,online_panel,voters,,dfp;foreign_policy,From: Voters Want the U.S. to Call for a Permanent Ceasefire in Gaza and to Prioritize Diplomacy
DFP_20231205_0036,Data for Progress,https://www.dataforprogress.org/blog/2023/12/5/voters-want-the-us-to-call-for-a-permanent-ceasefire-in-gaza-and-to-prioritize-diplomacy,2023-12-05,foreign_policy,,tested_message,sending humanitarian assistance to Palestinians in Gaza,,,,,,,online_panel,voters,,dfp;foreign_policy,From: Voters Want the U.S. to Call for a Permanent Ceasefire in Gaza and to Prioritize Diplomacy
DFP_20231201_0037,Data for Progress,https://www.dataforprogress.org/blog/2023/12/1/voters-want-to-rein-in-corporate-price-gouging,2023-12-01,immigration,,tested_message,unfairly raise prices.,,,,,,,online_panel,voters,,dfp;immigration,From: Voters Want to Rein in Corporate Price Gouging
DFP_20231201_0038,Data for Progress,https://www.dataforprogress.org/blog/2023/12/1/voters-want-to-rein-in-corporate-price-gouging,2023-12-01,immigration,,tested_message,low political interest,,,,,,,online_panel,voters,,dfp;immigration,From: Voters Want to Rein in Corporate Price Gouging
DFP_20231201_0039,Data for Progress,https://www.dataforprogress.org/blog/2023/12/1/voters-want-to-rein-in-corporate-price-gouging,2023-12-01,immigration,,tested_message,not at all interested,,,,,,,online_panel,voters,,dfp;immigration,From: Voters Want to Rein in Corporate Price Gouging
DFP_20231116_0040,Data for Progress,https://www.dataforprogress.org/blog/2023/11/15/a-majority-of-voters-oppose-national-dont-say-gay-or-trans-bill-authored-by-mike-johnson,2023-11-16,democracy,,tested_message,Don’t Say Gay or Trans,,,,,,,online_panel,voters,,dfp;democracy,From: A Majority of Voters Oppose National “Don’t Say Gay or Trans” Bill Authored by Mike Johnson
DFP_20231116_0041,Data for Progress,https://www.dataforprogress.org/blog/2023/11/15/a-majority-of-voters-oppose-national-dont-say-gay-or-trans-bill-authored-by-mike-johnson,2023-11-16,democracy,,tested_message,Don’t Say Gay or Trans,,,,,,,online_panel,voters,,dfp;democracy,From: A Majority of Voters Oppose National “Don’t Say Gay or Trans” Bill Authored by Mike Johnson
DFP_20231115_0042,Data for Progress,https://www.dataforprogress.org/blog/2023/11/15/voters-across-party-lines-want-to-end-senator-tubervilles-blockade-on-military-promotions,2023-11-15,foreign_policy,,tested_message,Don’t Say Gay or Trans,,,,,,,online_panel,voters,,dfp;foreign_policy,From: Voters Across Party Lines Want to End Senator Tuberville’s Blockade on Military Promotions
DFP_20231114_0043,Data for Progress,https://www.dataforprogress.org/blog/2023/11/14/voters-support-limiting-natural-gas-exports,2023-11-14,democracy,,tested_message,next big climate test,,,,,,,online_panel,voters,,dfp;democracy,From: Voters Support Limiting Natural Gas Exports
DFP_20231114_0044,Data for Progress,https://www.dataforprogress.org/blog/2023/11/14/voters-support-limiting-natural-gas-exports,2023-11-14,democracy,,tested_message,"Increasing gas exports pits overseas buyers against U.S. consumers, raising energy prices for things like home heating across the country.",,,,,,,online_panel,voters,,dfp;democracy,From: Voters Support Limiting Natural Gas Exports
DFP_20231113_0045,Data for Progress,https://www.dataforprogress.org/blog/2023/11/13/voters-remain-supportive-of-supplemental-funding-to-the-irs-despite-house-republicans-multiple-attempts-at-repealing-it,2023-11-13,democracy,,tested_message,"87,000 IRS agents going after Middle America .",,,,,,,online_panel,voters,,dfp;democracy,"From: Voters Remain Supportive of Supplemental Funding to the IRS, Despite House Republicans’ Multiple Att..."
DFP_20231113_0046,Data for Progress,https://www.dataforprogress.org/blog/2023/11/13/voters-remain-supportive-of-supplemental-funding-to-the-irs-despite-house-republicans-multiple-attempts-at-repealing-it,2023-11-13,democracy,,tested_message,"allocating funding for the Internal Revenue Service so that it can modernize its operation, improve customer service for taxpayers, and increase law enforcement to recover unpaid taxes from corporations and the wealthiest Americans.",,,,,,,online_panel,voters,,dfp;democracy,"From: Voters Remain Supportive of Supplemental Funding to the IRS, Despite House Republicans’ Multiple Att..."
DFP_20231113_0047,Data for Progress,https://www.dataforprogress.org/blog/2023/11/13/voters-remain-supportive-of-supplemental-funding-to-the-irs-despite-house-republicans-multiple-attempts-at-repealing-it,2023-11-13,democracy,,tested_message,"creating a free, government-run tax-filing system so that Americans do not have to rely on paying for tax return preparation services from companies like H&R Block and TurboTax.",,,,,,,online_panel,voters,,dfp;democracy,"From: Voters Remain Supportive of Supplemental Funding to the IRS, Despite House Republicans’ Multiple Att..."
DFP_20231101_0048,Data for Progress,https://www.dataforprogress.org/blog/2023/11/1/voters-blame-oil-and-gas-companies-for-high-energy-prices-are-optimistic-about-the-clean-energy-industry,2023-11-01,economy,,tested_message,CEOs of fossil fuel companies are taking advantage of skyrocketing energy prices caused by conflict in Ukraine and the Middle East.,,,,,,,online_panel,voters,,dfp;economy,"From: Voters Blame Oil and Gas Companies for High Energy Prices, Are Optimistic About the Clean Energy Ind..."
DFP_20231024_0049,Data for Progress,https://www.dataforprogress.org/blog/2023/10/23/salmon-arent-partisan-voters-want-to-protect-the-rural-subsistence-priority,2023-10-24,democracy,,tested_message,"I often feel like my job in D.C. is the Alaska-explainer-in-chief,",,,,,,,online_panel,voters,,dfp;democracy,From: Salmon Aren’t Partisan: Voters Want to Protect the Rural Subsistence Priority
DFP_20231020_0050,Data for Progress,https://www.dataforprogress.org/blog/2023/10/20/voters-blame-republicans-more-for-congressional-dysfunction-and-the-speaker-of-the-house-debacle,2023-10-20,democracy,,tested_message,Congress is dysfunctional.,,,,,,,online_panel,voters,,dfp;democracy,From: Voters Blame Republicans More for Congressional Dysfunction and the Speaker of the House Debacle
DFP_20231011_0051,Data for Progress,https://www.dataforprogress.org/blog/2023/10/11/personally-knowing-a-transgender-person-correlates-with-increased-sympathy-for-transgender-people-and-support-for-lgbtq-issues,2023-10-11,technology,,tested_message,"we need new laws to protect LGBTQ+ Americans from discrimination and violence,",,,,,,,online_panel,voters,,dfp;technology,From: Personally Knowing a Transgender Person Correlates With Increased Sympathy for Transgender People an...
DFP_20231011_0052,Data for Progress,https://www.dataforprogress.org/blog/2023/10/11/personally-knowing-a-transgender-person-correlates-with-increased-sympathy-for-transgender-people-and-support-for-lgbtq-issues,2023-10-11,technology,,tested_message,the political climate has become increasingly hostile to LGBTQ+ Americans.,,,,,,,online_panel,voters,,dfp;technology,From: Personally Knowing a Transgender Person Correlates With Increased Sympathy for Transgender People an...
DFP_20230929_0053,Data for Progress,https://www.dataforprogress.org/blog/2023/9/28/a-majority-of-voters-with-student-loan-debt-are-not-confident-they-can-make-their-monthly-payments,2023-09-29,democracy,,tested_message,not confident at all,,,,,,,online_panel,voters,,dfp;democracy,From: A Majority of Voters With Student Loan Debt Are Not Confident They Can Make Their Monthly Payments
DFP_20230908_0054,Data for Progress,https://www.dataforprogress.org/blog/2023/9/8/voters-including-republicans-support-giving-medicare-the-power-to-negotiate-lower-drug-prices,2023-09-08,economy,,tested_message,the Biden administration,,,,,,,online_panel,voters,,dfp;economy,From: Voters — Including Republicans — Support Giving Medicare the Power to Negotiate Lower Drug Prices
DFP_20230905_0055,Data for Progress,https://www.dataforprogress.org/blog/2023/9/4/nyc-voters-overwhelmingly-want-the-city-to-create-more-affordable-housing-and-prefer-a-not-for-profit-public-approach,2023-09-05,democracy,,tested_message,protecting tenants from displacement,,,,,,,online_panel,voters,,dfp;democracy,From: NYC Voters Overwhelmingly Want the City to Create More Affordable Housing and Prefer a Not-For-Profi...
DFP_20230824_0056,Data for Progress,https://www.dataforprogress.org/blog/2023/8/24/voters-broadly-reject-key-climate-components-of-the-conservative-project-2025,2023-08-24,climate,,tested_message,mild and manageable.,,,,,,,online_panel,voters,,dfp;climate,From: Voters Broadly Reject Key Climate Components of the Conservative ‘Project 2025’
DFP_20230822_0057,Data for Progress,https://www.dataforprogress.org/blog/2023/8/22/a-majority-of-voters-agree-with-charges-against-trump-in-georgia,2023-08-22,democracy,,tested_message,"moderate Republicans,",,,,,,,online_panel,voters,,dfp;democracy,From: A Majority of Voters Agree With Charges Against Trump in Georgia
DFP_20230816_0058,Data for Progress,https://www.dataforprogress.org/blog/2023/8/16/a-year-after-the-passage-of-the-inflation-reduction-act-key-climate-provisions-of-the-law-enjoy-strong-support-across-the-electorate,2023-08-16,economy,,tested_message,manufacturing renaissance,,,,,,,online_panel,voters,,dfp;economy,"From: A Year After the Passage of the Inflation Reduction Act, Key Climate Provisions of the Law Enjoy Str..."
DFP_20230803_0059,Data for Progress,https://www.dataforprogress.org/blog/2023/8/3/voters-place-good-jobs-expanded-clean-energy-and-lower-costs-at-the-heart-of-the-bidenomics-agenda,2023-08-03,economy,,tested_message,good-paying union jobs,,,,,,,online_panel,voters,,dfp;economy,"From: Voters Place Good Jobs, Expanded Clean Energy, and Lower Costs at the Heart of the Bidenomics Agenda"
DFP_20230706_0060,Data for Progress,https://www.dataforprogress.org/blog/2023/7/6/after-303-creative-decision-large-majority-of-voters-say-business-owners-should-not-be-able-to-deny-services-based-on-personal-beliefs,2023-07-06,immigration,,tested_message,"coerce an individual to speak contrary to her beliefs on a significant issue of personal conviction, all in order to eliminate ideas that differ from its own.",,,,,,,online_panel,voters,,dfp;immigration,"From: After 303 Creative Decision, Large Majority of Voters Say Business Owners Should Not Be Able to Deny..."
DFP_20230706_0061,Data for Progress,https://www.dataforprogress.org/blog/2023/7/6/after-303-creative-decision-large-majority-of-voters-say-business-owners-should-not-be-able-to-deny-services-based-on-personal-beliefs,2023-07-06,immigration,,tested_message,"new license to discriminate,",,,,,,,online_panel,voters,,dfp;immigration,"From: After 303 Creative Decision, Large Majority of Voters Say Business Owners Should Not Be Able to Deny..."
DFP_20230706_0062,Data for Progress,https://www.dataforprogress.org/blog/2023/7/6/after-303-creative-decision-large-majority-of-voters-say-business-owners-should-not-be-able-to-deny-services-based-on-personal-beliefs,2023-07-06,immigration,,tested_message,to allow the exclusion of other groups from many services.,,,,,,,online_panel,voters,,dfp;immigration,"From: After 303 Creative Decision, Large Majority of Voters Say Business Owners Should Not Be Able to Deny..."
DFP_20230705_0063,Data for Progress,https://www.dataforprogress.org/blog/2023/7/5/a-majority-of-voters-support-student-loan-debt-relief-through-the-higher-education-act,2023-07-05,democracy,,tested_message,"compromise, waive, or release",,,,,,,online_panel,voters,,dfp;democracy,From: A Majority of Voters Support Student Loan Debt Relief Through the Higher Education Act
DFP_20230613_0064,Data for Progress,https://www.dataforprogress.org/blog/2023/6/13/a-plurality-of-voters-support-pride-products-and-think-corporations-like-target-should-keep-their-pride-displays,2023-06-13,democracy,,tested_message,including removing items that have been at the center of the most significant confrontational behavior.,,,,,,,online_panel,voters,,dfp;democracy,From: A Plurality of Voters Support Pride Products and Think Corporations Like Target Should Keep Their Pr...
DFP_20230510_0065,Data for Progress,https://www.dataforprogress.org/blog/2023/5/10/voters-are-concerned-about-chatgpt-and-support-more-regulation-of-ai,2023-05-10,democracy,,tested_message,while 16 percent say they are,,,,,,,online_panel,voters,,dfp;democracy,From: Voters Are Concerned About ChatGPT and Support More Regulation of AI
DFP_20230510_0066,Data for Progress,https://www.dataforprogress.org/blog/2023/5/10/voters-are-concerned-about-chatgpt-and-support-more-regulation-of-ai,2023-05-10,democracy,,tested_message,""" However, younger voters are more enthusiastic about ChatGPT. While a majority of voters (55 percent) above 65 are concerned about the tool, only 32 percent of voters between 18 and 34 are. Those younger voters are also more likely to state they are “excited”",,,,,,,online_panel,voters,,dfp;democracy,From: Voters Are Concerned About ChatGPT and Support More Regulation of AI
DFP_20230504_0067,Data for Progress,https://www.dataforprogress.org/blog/2023/5/4/desantis-agenda-faces-opposition-from-voters-nationally,2023-05-04,democracy,,tested_message,"We reject the culture of losing that has infected the Republican Party in recent years,",,,,,,,online_panel,voters,,dfp;democracy,From: DeSantis Agenda Faces Opposition From Voters Nationally
DFP_20230504_0068,Data for Progress,https://www.dataforprogress.org/blog/2023/5/4/desantis-agenda-faces-opposition-from-voters-nationally,2023-05-04,democracy,,tested_message,"critical race theory, gender studies, or intersectionality.",,,,,,,online_panel,voters,,dfp;democracy,From: DeSantis Agenda Faces Opposition From Voters Nationally
DFP_20230421_0069,Data for Progress,https://www.dataforprogress.org/blog/2023/4/21/this-earth-day-voters-support-large-scale-actions-to-address-climate-change,2023-04-21,climate,,tested_message,a lot of responsibility,,,,,,,online_panel,voters,,dfp;climate,"From: This Earth Day, Voters Support Large-Scale Actions to Address Climate Change"
DFP_20230410_0070,Data for Progress,https://www.dataforprogress.org/blog/2023/4/10/voters-support-bank-reforms-in-the-wake-of-silicon-valley-banks-collapse,2023-04-10,democracy,,tested_message,billionaire tech investors and multi-million dollar companies,,,,,,,online_panel,voters,,dfp;democracy,From: Voters Support Bank Reforms in the Wake of Silicon Valley Bank’s Collapse
DFP_20230410_0071,Data for Progress,https://www.dataforprogress.org/blog/2023/4/10/voters-support-bank-reforms-in-the-wake-of-silicon-valley-banks-collapse,2023-04-10,democracy,,tested_message,billionaire tech investors and multi-million dollar companies,,,,,,,online_panel,voters,,dfp;democracy,From: Voters Support Bank Reforms in the Wake of Silicon Valley Bank’s Collapse
DFP_20230327_0072,Data for Progress,https://www.dataforprogress.org/blog/2023/3/27/voters-express-concern-about-plastic-pollution-strongly-support-mitigation-proposals,2023-03-27,democracy,,tested_message,"a lot of responsibility,",,,,,,,online_panel,voters,,dfp;democracy,"From: Voters Express Concern About Plastic Pollution, Strongly Support Mitigation Proposals"
DFP_20230323_0073,Data for Progress,https://www.dataforprogress.org/blog/2023/3/23/bidens-billionaire-tax-and-budget-proposals-enjoy-widespread-voter-support,2023-03-23,democracy,,tested_message,"from the bottom up, and from the middle out",,,,,,,online_panel,voters,,dfp;democracy,From: Biden’s Billionaire Tax and Budget Proposals Enjoy Widespread Voter Support
DFP_20230306_0074,Data for Progress,https://www.dataforprogress.org/blog/2023/2/24/voters-support-transit-oriented-development-in-new-york-state-et27x,2023-03-06,democracy,,tested_message,require that localities with rail stations run by the MTA undertake a local rezoning or higher density multifamily development within half a mile of the station unless they already meet the density level,,,,,,,online_panel,voters,,dfp;democracy,From: Voters Support Transit-Oriented Development in New York State
DFP_20230112_0075,Data for Progress,https://www.dataforprogress.org/blog/2023/1/12/voters-have-an-unfavorable-view-of-andrew-tate-want-him-suspended-from-twitter,2023-01-12,democracy,,tested_message,bear some responsibility,,,,,,,online_panel,voters,,dfp;democracy,"From: Voters Have an Unfavorable View of Andrew Tate, Want Him Suspended From Twitter"
